ITEM;CÓD;TIPO;DESCRIÇÃO;UN;PREÇO
001.12.702;74058/4;;"TORNEIRA DE BÓIA REAL 2"" COM BALAO PLASTICO - FORNECIMENTO E INSTALACAO";UN;124,4
001.12.703;74104/1;;CAIXA DE INSPEÇÃO EM ALVENARIA DE TIJOLO MACIÇO 60X60X60CM, REVESTIDA INTERNAMENTO COM BARRA LISA (CIMENTO E AREIA, TRAÇO 1:4) E=2,0CM, COM TAMPA PRÉ-MOLDADA DE CONCRETO E FUNDO DE CONCRETO 15MPA TIPO C - ESCAVAÇÃO E CONFECÇÃO;UN;116,15
001.12.704;74166/1;;CAIXA DE INSPEÇÃO EM CONCRETO PRÉ-MOLDADO DN 60MM COM TAMPA H= 60CM - FORNECIMENTO E INSTALACAO;UN;140,27
001.12.705;74166/2;;CAIXA DE INSPECAO EM ANEL DE CONCRETO PRE MOLDADO, COM 950MM DE ALTURA TOTAL. ANEIS COM ESP=50MM, DIAM.=600MM. EXCLUSIVE TAMPAO E ESCAVACAO - FORNECIMENTO E INSTALACAO;UN;219,15
001.12.706;83703;;"TORNEIRA BOIA METALICA D=32MM (1 1/4"")";UN;89,37
001.12.707;83704;;"TORNEIRA BOIA METALICA D=40MM (1 1/2"")";UN;104,41
001.12.708;88503;;CAIXA D´ÁGUA EM POLIETILENO, 1000 LITROS, COM ACESSÓRIOS;UN;674,91
001.12.709;88504;;CAIXA D´AGUA EM POLIETILENO, 500 LITROS, COM ACESSÓRIOS;UN;516,62
001.12.710;89482;;CAIXA SIFONADA, PVC, DN 100 X 100 X 50 MM, FORNECIDA E INSTALADA EM RAMAIS DE ENCAMINHAMENTO DE ÁGUA PLUVIAL. AF_12/2014_P;UN;16,71
001.12.711;89491;;CAIXA SIFONADA, PVC, DN 150 X 185 X 75 MM, FORNECIDA E INSTALADA EM RAMAIS DE ENCAMINHAMENTO DE ÁGUA PLUVIAL. AF_12/2014_P;UN;42,21
001.12.712;89495;;RALO SIFONADO, PVC, DN 100 X 40 MM, JUNTA SOLDÁVEL, FORNECIDO E INSTALADO EM RAMAIS DE ENCAMINHAMENTO DE ÁGUA PLUVIAL. AF_12/2014_P;UN;6,85
001.12.713;89707;;CAIXA SIFONADA, PVC, DN 100 X 100 X 50 MM, JUNTA ELÁSTICA, FORNECIDA E INSTALADA EM RAMAL DE DESCARGA OU EM RAMAL DE ESGOTO SANITÁRIO. AF_12/2014_P;UN;19,88
001.12.714;89708;;CAIXA SIFONADA, PVC, DN 150 X 185 X 75 MM, JUNTA ELÁSTICA, FORNECIDA E INSTALADA EM RAMAL DE DESCARGA OU EM RAMAL DE ESGOTO SANITÁRIO. AF_12/2014_P;UN;46,54
001.12.715;89709;;RALO SIFONADO, PVC, DN 100 X 40 MM, JUNTA SOLDÁVEL, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU EM RAMAL DE ESGOTO SANITÁRIO. AF_12/2014_P;UN;7,78
001.12.716;89710;;RALO SECO, PVC, DN 100 X 40 MM, JUNTA SOLDÁVEL, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU EM RAMAL DE ESGOTO SANITÁRIO. AF_12/2014_P;UN;7,62
001.12.717;6021;;VASO SANITARIO SIFONADO LOUÇA BRANCA PADRAO POPULAR, COM CONJUNTO PARA FIXAÇAO PARA VASO SANITÁRIO COM PARAFUSO, ARRUELA E BUCHA - FORNECIMENTO E INSTALACAO;UN;173,6
001.12.718;72739;;VASO SANITARIO INFANTIL SIFONADO, PARA VALVULA DE DESCARGA, EM LOUCA BRANCA, COM ACESSORIOS, INCLUSIVE ASSENTO PLASTICO, BOLSA DE BORRACHA PARA LIGACAO, TUBO PVC LIGACAO - FORNECIMENTO E INSTALACAO;UN;362,98
001.12.719;74234/1;;"MICTORIO SIFONADO DE LOUCA BRANCA COM PERTENCES, COM REGISTRO DE PRESSAO 1/2"" COM CANOPLA CROMADA ACABAMENTO SIMPLES E CONJUNTO PARA FIXACAO  - FORNECIMENTO E INSTALACAO";UN;375,33
001.12.720;86872;;TANQUE DE LOUÇA BRANCA COM COLUNA, 30L OU EQUIVALENTE - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;480,9
001.12.721;86874;;TANQUE DE LOUÇA BRANCA SUSPENSO, 18L OU EQUIVALENTE - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;292,99
001.12.722;86875;;TANQUE DE MÁRMORE SINTÉTICO COM COLUNA, 22L OU EQUIVALENTE – FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;215,3
001.12.723;86876;;TANQUE DE MÁRMORE SINTÉTICO SUSPENSO, 22L OU EQUIVALENTE - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;120,14
001.12.724;86877;;"VÁLVULA EM METAL CROMADO 1.1/2"" X 1.1/2"" PARA TANQUE OU LAVATÓRIO, COM OU SEM LADRÃO - FORNECIMENTO E INSTALAÇÃO. AF_12/2013";UN;18,76
001.12.725;86878;;"VÁLVULA EM METAL CROMADO TIPO AMERICANA 3.1/2"" X 1.1/2"" PARA PIA - FORNECIMENTO E INSTALAÇÃO. AF_12/2013";UN;33,82
001.12.726;86879;;"VÁLVULA EM PLÁSTICO 1"" PARA PIA, TANQUE OU LAVATÓRIO, COM OU SEM LADRÃO - FORNECIMENTO E INSTALAÇÃO. AF_12/2013";UN;4,44
001.12.727;86880;;"VÁLVULA EM PLÁSTICO CROMADO TIPO AMERICANA 3.1/2"" X 1.1/2"" SEM ADAPTADOR PARA PIA - FORNECIMENTO E INSTALAÇÃO. AF_12/2013";UN;12,76
001.12.728;86881;;"SIFÃO DO TIPO GARRAFA EM METAL CROMADO 1 X 1.1/2"" - FORNECIMENTO E INSTALAÇÃO. AF_12/2013";UN;94,87
001.12.729;86882;;"SIFÃO DO TIPO GARRAFA/COPO EM PVC 1.1/4” X 1.1/2"" - FORNECIMENTO E INSTALAÇÃO. AF_12/2013";UN;13,18
001.12.730;86883;;SIFÃO DO TIPO FLEXÍVEL EM PVC 1” X 1.1/2” - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;7,52
001.12.731;86884;;"ENGATE FLEXÍVEL EM PLÁSTICO BRANCO, 1/2"" X 30CM - FORNECIMENTO E INSTALAÇÃO. AF_12/2013";UN;5,46
001.12.732;86885;;"ENGATE FLEXÍVEL EM PLÁSTICO BRANCO, 1/2"" X 40CM - FORNECIMENTO E INSTALAÇÃO. AF_12/2013";UN;6,32
001.12.733;86886;;ENGATE FLEXÍVEL EM INOX, 1/2” X 30CM - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;23,4
001.12.734;86887;;ENGATE FLEXÍVEL EM INOX, 1/2” X 40CM - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;25,34
001.12.735;86888;;VASO SANITÁRIO SIFONADO COM CAIXA ACOPLADA LOUÇA BRANCA - PADRÃO MÉDIO - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;308,11
001.12.736;86889;;BANCADA DE GRANITO CINZA POLIDO PARA PIA DE COZINHA 1,50 X 0,60 M - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;276,45
001.12.737;86890;;BANCADA DE GRANITO AMÊNDOA POLIDO PARA PIA DE COZINHA 1,50 X 0,60 M - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;319,1
001.12.738;86891;;BANCADA DE GRANITO PRETO TIJUCA POLIDO PARA PIA DE COZINHA 1,50 X 0,60 M - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;367,16
001.12.739;86892;;BANCADA DE MÁRMORE ACINZENTADO POLIDO PARA PIA DE COZINHA 1,50 X 0,60 M - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;489,01
001.12.740;86893;;BANCADA DE MÁRMORE BRANCO POLIDO PARA PIA DE COZINHA 1,50 X 0,60 M - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;342,03
001.12.741;86894;;BANCADA DE MÁRMORE SINTÉTICO 120 X 60CM, COM CUBA INTEGRADA - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;177,34
001.12.742;86895;;BANCADA DE GRANITO CINZA POLIDO PARA LAVATÓRIO 0,50 X 0,60 M - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;154,58
001.12.743;86896;;BANCADA DE GRANITO AMÊNDOA POLIDO PARA LAVATÓRIO 0,50 X 0,60 M - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;170,58
001.12.744;86897;;BANCADA DE GRANITO PRETO TIJUCA POLIDO PARA LAVATÓRIO 0,50 X 0,60 M - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;188,61
001.12.745;86898;;BANCADA DE MÁRMORE ACINZENTADO POLIDO PARA LAVATÓRIO 0,50 X 0,60 M - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;234,32
001.12.746;86899;;BANCADA DE MÁRMORE BRANCO POLIDO PARA LAVATÓRIO 0,50 X 0,60 M - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;179,18
001.12.747;86900;;CUBA DE EMBUTIR DE AÇO INOXIDÁVEL MÉDIA - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;112,06
001.12.748;86901;;CUBA DE EMBUTIR OVAL EM LOUÇA BRANCA, 35 X 50CM OU EQUIVALENTE - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;91,25
001.12.749;86902;;LAVATÓRIO LOUÇA BRANCA COM COLUNA, *44 X 35,5* CM, PADRÃO POPULAR - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;138,19
001.12.750;86903;;LAVATÓRIO LOUÇA BRANCA COM COLUNA, 45 X 55CM OU EQUIVALENTE, PADRÃO MÉDIO - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;194,24
001.12.751;86904;;LAVATÓRIO LOUÇA BRANCA SUSPENSO, 29,5 X 39CM OU EQUIVALENTE, PADRÃO POPULAR - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;78,8
001.12.752;86905;;APARELHO MISTURADOR DE MESA PARA LAVATÓRIO, PADRÃO MÉDIO - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;155,58
001.12.753;86906;;"TORNEIRA CROMADA DE MESA, 1/2"" OU 3/4"", PARA LAVATÓRIO, PADRÃO POPULAR - FORNECIMENTO E INSTALAÇÃO. AF_12/2013";UN;36,39
001.12.754;86908;;APARELHO MISTURADOR DE MESA PARA PIA DE COZINHA, PADRÃO MÉDIO - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;186,61
001.12.755;86909;;"TORNEIRA CROMADA TUBO MÓVEL, DE MESA, 1/2"" OU 3/4"", PARA PIA DE COZINHA, PADRÃO ALTO - FORNECIMENTO E INSTALAÇÃO. AF_12/2013";UN;72,71
001.12.756;86910;;"TORNEIRA CROMADA TUBO MÓVEL, DE PAREDE, 1/2"" OU 3/4"", PARA PIA DE COZINHA, PADRÃO MÉDIO - FORNECIMENTO E INSTALAÇÃO. AF_12/2013";UN;69,56
001.12.757;86911;;"TORNEIRA CROMADA LONGA, DE PAREDE, 1/2"" OU 3/4"", PARA PIA DE COZINHA, PADRÃO POPULAR - FORNECIMENTO E INSTALAÇÃO. AF_12/2013";UN;30,87
001.12.758;86912;;"TORNEIRA CROMADA LONGA, DE PAREDE, 1/2"" OU 3/4"", PARA PIA DE COZINHA, PADRÃO MÉDIO - FORNECIMENTO E INSTALAÇÃO. AF_12/2013";UN;52,9
001.12.759;86913;;"TORNEIRA CROMADA 1/2"" OU 3/4"" PARA TANQUE, PADRÃO POPULAR - FORNECIMENTO E INSTALAÇÃO. AF_12/2013";UN;13,77
001.12.760;86914;;"TORNEIRA CROMADA 1/2"" OU 3/4"" PARA TANQUE, PADRÃO MÉDIO - FORNECIMENTO E INSTALAÇÃO. AF_12/2013";UN;28,06
001.12.761;86915;;"TORNEIRA CROMADA DE MESA, 1/2"" OU 3/4"", PARA LAVATÓRIO, PADRÃO MÉDIO - FORNECIMENTO E INSTALAÇÃO. AF_12/2013";UN;61,24
001.12.762;86916;;"TORNEIRA PLÁSTICA 3/4"" PARA TANQUE - FORNECIMENTO E INSTALAÇÃO. AF_12/2013";UN;18,37
001.12.763;86919;;TANQUE DE LOUÇA BRANCA COM COLUNA, 30L OU EQUIVALENTE, INCLUSO SIFÃO FLEXÍVEL EM PVC, VÁLVULA METÁLICA E TORNEIRA DE METAL CROMADO PADRÃO MÉDIO - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;535,25
001.12.764;86920;;TANQUE DE LOUÇA BRANCA COM COLUNA, 30L OU EQUIVALENTE, INCLUSO SIFÃO FLEXÍVEL EM PVC, VÁLVULA PLÁSTICA E TORNEIRA DE METAL CROMADO PADRÃO POPULAR - FORNECIMENTO E INSTALAÇÃO. AF_12/2013_P;UN;506,64
001.12.765;86921;;TANQUE DE LOUÇA BRANCA COM COLUNA, 30L OU EQUIVALENTE, INCLUSO SIFÃO FLEXÍVEL EM PVC, VÁLVULA PLÁSTICA E TORNEIRA DE PLÁSTICO - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;511,24
001.12.766;86922;;TANQUE DE LOUÇA BRANCA SUSPENSO, 18L OU EQUIVALENTE, INCLUSO SIFÃO TIPO GARRAFA EM METAL CROMADO, VÁLVULA METÁLICA E TORNEIRA DE METAL CROMADO PADRÃO MÉDIO - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;434,69
001.12.767;86923;;TANQUE DE LOUÇA BRANCA SUSPENSO, 18L OU EQUIVALENTE, INCLUSO SIFÃO TIPO GARRAFA EM PVC, VÁLVULA PLÁSTICA E TORNEIRA DE METAL CROMADO PADRÃO POPULAR - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;324,39
001.12.768;86924;;TANQUE DE LOUÇA BRANCA SUSPENSO, 18L OU EQUIVALENTE, INCLUSO SIFÃO TIPO GARRAFA EM PVC, VÁLVULA PLÁSTICA E TORNEIRA DE PLÁSTICO - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;329
001.12.769;86925;;TANQUE DE MÁRMORE SINTÉTICO COM COLUNA, 22L OU EQUIVALENTE, INCLUSO SIFÃO FLEXÍVEL EM PVC, VÁLVULA PLÁSTICA E TORNEIRA DE METAL CROMADO PADRÃO POPULAR - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;241,04
001.12.770;86926;;TANQUE DE MÁRMORE SINTÉTICO COM COLUNA, 22L OU EQUIVALENTE, INCLUSO SIFÃO FLEXÍVEL EM PVC, VÁLVULA PLÁSTICA E TORNEIRA DE PLÁSTICO - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;245,64
001.12.771;86927;;TANQUE DE MÁRMORE SINTÉTICO SUSPENSO, 22L OU EQUIVALENTE, INCLUSO SIFÃO TIPO GARRAFA EM PVC, VÁLVULA PLÁSTICA E TORNEIRA DE METAL CROMADO PADRÃO POPULAR - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;151,54
001.12.772;86928;;TANQUE DE MÁRMORE SINTÉTICO SUSPENSO, 22L OU EQUIVALENTE, INCLUSO SIFÃO TIPO GARRAFA EM PVC, VÁLVULA PLÁSTICA E TORNEIRA DE PLÁSTICO - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;156,15
001.12.773;86929;;TANQUE DE MÁRMORE SINTÉTICO SUSPENSO, 22L OU EQUIVALENTE, INCLUSO SIFÃO FLEXÍVEL EM PVC, VÁLVULA PLÁSTICA E TORNEIRA DE METAL CROMADO PADRÃO POPULAR - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;145,88
001.12.774;86930;;TANQUE DE MÁRMORE SINTÉTICO SUSPENSO, 22L OU EQUIVALENTE, INCLUSO SIFÃO FLEXÍVEL EM PVC, VÁLVULA PLÁSTICA E TORNEIRA DE PLÁSTICO - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;150,48
001.12.775;86931;;VASO SANITÁRIO SIFONADO COM CAIXA ACOPLADA LOUÇA BRANCA - PADRÃO MÉDIO, INCLUSO ENGATE FLEXÍVEL EM PLÁSTICO BRANCO, 1/2” X 40CM - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;314,44
001.12.776;86932;;VASO SANITÁRIO SIFONADO COM CAIXA ACOPLADA LOUÇA BRANCA - PADRÃO MÉDIO, INCLUSO ENGATE FLEXÍVEL EM METAL CROMADO, 1/2” X 40CM - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;333,46
001.12.777;86933;;BANCADA DE MÁRMORE SINTÉTICO 120 X 60CM, COM CUBA INTEGRADA, INCLUSO SIFÃO TIPO GARRAFA EM PVC, VÁLVULA EM PLÁSTICO CROMADO TIPO AMERICANA E TORNEIRA CROMADA LONGA, DE PAREDE, PADRÃO POPULAR - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;234,17
001.12.778;86934;;BANCADA DE MÁRMORE SINTÉTICO 120 X 60CM, COM CUBA INTEGRADA, INCLUSO SIFÃO TIPO FLEXÍVEL EM PVC, VÁLVULA EM PLÁSTICO CROMADO TIPO AMERICANA E TORNEIRA CROMADA LONGA, DE PAREDE, PADRÃO POPULAR - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;228,5
001.12.779;86935;;CUBA DE EMBUTIR DE AÇO INOXIDÁVEL MÉDIA, INCLUSO VÁLVULA TIPO AMERICANA EM METAL CROMADO E SIFÃO FLEXÍVEL EM PVC - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;153,41
001.12.780;86936;;CUBA DE EMBUTIR DE AÇO INOXIDÁVEL MÉDIA, INCLUSO VÁLVULA TIPO AMERICANA E SIFÃO TIPO GARRAFA EM METAL CROMADO - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;240,76
001.12.781;86937;;CUBA DE EMBUTIR OVAL EM LOUÇA BRANCA, 35 X 50CM OU EQUIVALENTE, INCLUSO VÁLVULA EM METAL CROMADO E SIFÃO FLEXÍVEL EM PVC - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;117,54
001.12.782;86938;;CUBA DE EMBUTIR OVAL EM LOUÇA BRANCA, 35 X 50CM OU EQUIVALENTE, INCLUSO VÁLVULA E SIFÃO TIPO GARRAFA EM METAL CROMADO - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;204,9
001.12.783;86939;;LAVATÓRIO LOUÇA BRANCA COM COLUNA, *44 X 35,5* CM, PADRÃO POPULAR, INCLUSO SIFÃO FLEXÍVEL EM PVC, VÁLVULA E ENGATE FLEXÍVEL 30CM EM PLÁSTICO E COM TORNEIRA CROMADA PADRÃO POPULAR - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;192,02
001.12.784;86940;;LAVATÓRIO LOUÇA BRANCA COM COLUNA, 45 X 55CM OU EQUIVALENTE, PADRÃO MÉDIO, INCLUSO SIFÃO TIPO GARRAFA, VÁLVULA E ENGATE FLEXÍVEL DE 40CM EM METAL CROMADO, COM APARELHO MISTURADOR PADRÃO MÉDIO - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;514,16
001.12.785;86941;;LAVATÓRIO LOUÇA BRANCA COM COLUNA, 45 X 55CM OU EQUIVALENTE, PADRÃO MÉDIO, INCLUSO SIFÃO TIPO GARRAFA, VÁLVULA E ENGATE FLEXÍVEL DE 40CM EM METAL CROMADO, COM TORNEIRA CROMADA DE MESA, PADRÃO MÉDIO - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;394,48
001.12.786;86942;;LAVATÓRIO LOUÇA BRANCA SUSPENSO, 29,5 X 39CM OU EQUIVALENTE, PADRÃO POPULAR, INCLUSO SIFÃO TIPO GARRAFA EM PVC, VÁLVULA E ENGATE FLEXÍVEL 30CM EM PLÁSTICO E TORNEIRA CROMADA DE MESA, PADRÃO POPULAR - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;138,29
001.12.787;86943;;LAVATÓRIO LOUÇA BRANCA SUSPENSO, 29,5 X 39CM OU EQUIVALENTE, PADRÃO POPULAR, INCLUSO SIFÃO FLEXÍVEL EM PVC, VÁLVULA E ENGATE FLEXÍVEL 30CM EM PLÁSTICO E TORNEIRA CROMADA DE MESA, PADRÃO POPULAR - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;132,62
001.12.788;86944;;BANCADA GRANITO CINZA POLIDO 150 X 60 CM, COM CUBA DE EMBUTIR DE AÇO INOXIDÁVEL MÉDIA, VÁLVULA AMERICANA EM METAL CROMADO, SIFÃO FLEXÍVEL EM PVC, ENGATE FLEXÍVEL 30 CM, TORNEIRA DE MESA CROMADA TUBO MÓVEL PADRÃO ALTO - FORNEC. E INSTAL. AF_12/2013;UN;508,04
001.12.789;86945;;BANCADA GRANITO PRETO TIJUCA POLIDO 150 X 60 CM, COM CUBA DE EMBUTIR AÇO INOXIDÁVEL MÉDIA, VÁLVULA AMERICANA, SIFÃO GARRAFA, ENGATE FLEXÍVEL 40 CM EM METAL CROMADO, APARELHO MISTURADOR DE MESA PADRÃO MÉDIO - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;845,24
001.12.790;86946;;BANCADA GRANITO PRETO TIJUCA POLIDO 0,50 X 0,60M, INCL. CUBA DE EMBUTIR OVAL LOUÇA BRANCA 35 X 50CM, VÁLVULA METAL CROMADO, SIFÃO FLEXÍVEL PVC, ENGATE 30CM FLEXÍVEL PLÁSTICO E TORNEIRA CROMADA DE MESA, PADRÃO POPULAR - FORNEC. E INSTALAÇÃO. AF_12/2013;UN;348,02
001.12.791;86947;;BANCADA MÁRMORE BRANCO POLIDO 0,50 X 0,60M, INCLUSO CUBA DE EMBUTIR OVAL EM LOUÇA BRANCA 35 X 50CM, VÁLVULA, SIFÃO TIPO GARRAFA E ENGATE FLEXÍVEL 40CM EM METAL CROMADO E APARELHO MISTURADOR DE MESA, PADRÃO MÉDIO - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;590,36
001.12.792;88571;;SABONETEIRA DE SOBREPOR (FIXADA NA PAREDE), TIPO CONCHA, EM ACO INOXIDAVEL - FORNECIMENTO E INSTALACAO;UN;36,51
001.12.793;6087;;TAMPA EM CONCRETO ARMADO 60X60X5CM P/CX INSPECAO/FOSSA SEPTICA;UN;19,96
001.12.794;74197/1;;FOSSA SEPTICA EM ALVENARIA DE TIJOLO CERAMICO MACICO DIMENSOES EXTERNAS 1,90X1,10X1,40M, 1.500 LITROS, REVESTIDA INTERNAMENTE COM BARRA LISA, COM TAMPA EM CONCRETO ARMADO COM ESPESSURA 8CM;UN;1129,56
001.12.795;74198/1;;SUMIDOURO EM ALVENARIA DE TIJOLO CERAMICO MACICO DIAMETRO 1,20M E ALTURA 5,00M, COM TAMPA EM CONCRETO ARMADO DIAMETRO 1,40M E ESPESSURA 10CM;UN;1044,02
001.12.796;74198/2;;SUMIDOURO EM ALVENARIA DE TIJOLO CERAMICO MACIÇO DIAMETRO 1,40M E ALTURA 5,00M, COM TAMPA EM CONCRETO ARMADO DIAMETRO 1,60M E ESPESSURA 10CM;UN;1303,68
001.12.797;89957;;PONTO DE CONSUMO TERMINAL DE ÁGUA FRIA (SUBRAMAL) COM TUBULAÇÃO DE PVC, DN 25 MM, INSTALADO EM RAMAL DE ÁGUA, INCLUSOS RASGO E CHUMBAMENTO EM ALVENARIA. AF_12/2014;UN;77,59
001.12.798;89959;;PONTO DE CONSUMO TERMINAL DE ÁGUA QUENTE (SUBRAMAL) COM TUBULAÇÃO DE CPVC, DN 22 MM, INSTALADO EM RAMAL DE ÁGUA, INCLUSOS RASGO E CHUMBAMENTO EM ALVENARIA. AF_12/2014;UN;117,67
001.12.799;40729;;"VALVULA DESCARGA 1.1/2"" COM REGISTRO, ACABAMENTO EM METAL CROMADO - FORNECIMENTO E INSTALACAO";UN;190,89
001.12.800;73663;;REGISTRO DE GAVETA COM CANOPLA Ø 25MM (1”) - FORNECIMENTO E INSTALAÇÃO;UN;77,96
001.12.801;73795/1;;"VÁLVULA DE RETENÇÃO VERTICAL Ø 20MM (3/4"") - FORNECIMENTO E INSTALAÇÃO";UN;41,67
001.12.802;73795/2;;"VÁLVULA DE RETENÇÃO VERTICAL Ø 25MM (1"") - FORNECIMENTO E INSTALAÇÃO";UN;44,12
001.12.803;73795/3;;"VÁLVULA DE RETENÇÃO VERTICAL Ø 32MM (1.1/4"") - FORNECIMENTO E INSTALAÇÃO";UN;58,33
001.12.804;73795/4;;"VÁLVULA DE RETENÇÃO VERTICAL Ø 40MM (1.1/2"") - FORNECIMENTO E INSTALAÇÃO";UN;67,49
001.12.805;73795/5;;"VÁLVULA DE RETENÇÃO VERTICAL Ø 50MM (2"") - FORNECIMENTO E INSTALAÇÃO";UN;89,86
001.12.806;73795/6;;"VÁLVULA DE RETENÇÃO VERTICAL Ø 80MM (3"") - FORNECIMENTO E INSTALAÇÃO";UN;177,11
001.12.807;73795/7;;"VÁLVULA DE RETENÇÃO VERTICAL Ø 100MM (4"") - FORNECIMENTO E INSTALAÇÃO";UN;296,76
001.12.808;73795/8;;"VÁLVULA DE RETENÇÃO HORIZONTAL Ø 20MM (3/4"") - FORNECIMENTO E INSTALAÇÃO";UN;56,11
001.12.809;73795/9;;VALVULA DE RETENCAO HORIZONTAL Ø 25MM (1”) - FORNECIMENTO E INSTALACAO;UN;70,7
001.12.810;73795/10;;"VÁLVULA DE RETENÇÃO HORIZONTAL Ø 32MM (1.1/4"") - FORNECIMENTO E INSTALAÇÃO";UN;97,9
001.12.811;73795/11;;"VÁLVULA DE RETENÇÃO HORIZONTAL Ø 40MM (1.1/2"") - FORNECIMENTO E INSTALAÇÃO";UN;110,25
001.12.812;73795/12;;"VÁLVULA DE RETENÇÃO HORIZONTAL Ø 50MM (2"") - FORNECIMENTO E INSTALAÇÃO";UN;147,04
001.12.813;73795/13;;"VÁLVULA DE RETENÇÃO HORIZONTAL Ø 65MM (2.1/2"") - FORNECIMENTO E INSTALAÇÃO";UN;211,71
001.12.814;73795/14;;"VÁLVULA DE RETENÇÃO HORIZONTAL Ø 80MM (3"") - FORNECIMENTO E INSTALAÇÃO";UN;274,94
001.12.815;73795/15;;"VÁLVULA DE RETENÇÃO HORIZONTAL Ø 100MM (4"") - FORNECIMENTO E INSTALAÇÃO";UN;419,85
001.12.816;73796/1;;"VÁLVULA DE PÉ COM CRIVO Ø 20MM (3/4"") - FORNECIMENTO E INSTALAÇÃO";UN;41,05
001.12.817;73796/2;;"VÁLVULA DE PÉ COM CRIVO Ø 25MM (1"") - FORNECIMENTO E INSTALAÇÃO";UN;43,77
001.12.818;73796/3;;"VÁLVULA DE PÉ COM CRIVO Ø 40MM (1.1/2"") - FORNECIMENTO E INSTALAÇÃO";UN;65,94
001.12.819;73796/4;;"VÁLVULA DE PÉ COM CRIVO Ø 50MM (2"") - FORNECIMENTO E INSTALAÇÃO";UN;90,32
001.12.820;73796/5;;"VÁLVULA DE PÉ COM CRIVO Ø 65MM (2.1/2"") - FORNECIMENTO E INSTALAÇÃO";UN;156,08
001.12.821;73796/6;;"VÁLVULA DE PÉ COM CRIVO Ø 80MM (3"") - FORNECIMENTO E INSTALAÇÃO";UN;196,79
001.12.822;73796/7;;"VÁLVULA DE PÉ COM CRIVO Ø 100MM (4"") - FORNECIMENTO E INSTALAÇÃO";UN;335,17
001.12.823;73797/1;;"REGISTRO DE GAVETA COM CANOPLA Ø 32MM (1.1/4"") - FORNECIMENTO E INSTALAÇÃO";UN;96,44
001.12.824;73870/1;;"VÁLVULA DE ESFERA EM BRONZE Ø 1/2"" - FORNECIMENTO E INSTALAÇÃO";UN;43,34
