ITEM;CÓDIGOS;CLASSE;DESCRIÇÃO;UNIDADE;VALOR
001.12.624;93058;;JUNTA DE EXPANSÃO EM COBRE, PONTA X PONTA, DN 28 MM, INSTALADO EM PRUMADA   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;234,47
001.12.625;93059;;CONECTOR EM BRONZE/LATÃO, SEM ANEL DE SOLDA, BOLSA X ROSCA F, 28 MM X 1/2”, INSTALADO EM PRUMADA   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;12,95
001.12.626;93060;;CURVA DE TRANSPOSIÇÃO EM BRONZE/LATÃO, SEM ANEL DE SOLDA, BOLSA X BOLSA, 28 MM, INSTALADO EM PRUMADA   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;32,75
001.12.627;93061;;LUVA PASSANTE EM COBRE, SEM ANEL DE SOLDA, DN 35 MM, INSTALADO EM PRUMADA   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;13,49
001.12.628;93062;;BUCHA DE REDUÇÃO EM COBRE, SEM ANEL DE SOLDA, PONTA X BOLSA, 35 X 28 MM, INSTALADO EM PRUMADA   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;11,77
001.12.629;93063;;JUNTA DE EXPANSÃO EM BRONZE/LATÃO, PONTA X PONTA, DN 35 MM, INSTALADO EM PRUMADA   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;268,5
001.12.630;93064;;LUVA PASSANTE EM COBRE, SEM ANEL DE SOLDA, DN 42 MM, INSTALADO EM PRUMADA   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;20,01
001.12.631;93065;;BUCHA DE REDUÇÃO EM COBRE, SEM ANEL DE SOLDA, PONTA X BOLSA, 42 X 35 MM, INSTALADO EM PRUMADA   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;18,74
001.12.632;93066;;JUNTA DE EXPANSÃO EM BRONZE/LATÃO, PONTA X PONTA, DN 42 MM, INSTALADO EM PRUMADA   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;336,38
001.12.633;93067;;LUVA PASSANTE EM COBRE, SEM ANEL DE SOLDA, DN 54 MM, INSTALADO EM PRUMADA   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;29,48
001.12.634;93068;;BUCHA DE REDUÇÃO EM COBRE, SEM ANEL DE SOLDA, PONTA X BOLSA, 54 X 42 MM, INSTALADO EM PRUMADA   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;25,77
001.12.635;93069;;JUNTA DE EXPANSÃO EM BRONZE/LATÃO, PONTA X PONTA, DN 54 MM, INSTALADO EM PRUMADA   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;466
001.12.636;93070;;LUVA PASSANTE EM COBRE, SEM ANEL DE SOLDA, DN 66 MM, INSTALADO EM PRUMADA   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;74,6
001.12.637;93071;;BUCHA DE REDUÇÃO EM COBRE, SEM ANEL DE SOLDA, PONTA X BOLSA, 66 X 54 MM, INSTALADO EM PRUMADA   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;69,25
001.12.638;93072;;JUNTA DE EXPANSÃO EM BRONZE/LATÃO, PONTA X PONTA, DN 66 MM, INSTALADO EM PRUMADA   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;614,76
001.12.639;93073;;TE DUPLA CURVA EM BRONZE/LATÃO, SEM ANEL DE SOLDA, ROSCA F X BOLSA X ROSCA F, 3/4” X 22 X 3/4”, INSTALADO EM PRUMADA   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;34,97
001.12.640;93074;;CURVA EM COBRE, 45 GRAUS, SEM ANEL DE SOLDA, BOLSA X BOLSA, DN 15 MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;6,72
001.12.641;93075;;COTOVELO EM BRONZE/LATÃO, 90 GRAUS, SEM ANEL DE SOLDA, BOLSA X ROSCA F, DN 15 MM X 1/2”, INSTALADO EM RAMAL DE DISTRIBUIÇÃO   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;10,25
001.12.642;93076;;CURVA EM COBRE, 45 GRAUS, SEM ANEL DE SOLDA, BOLSA X BOLSA, DN 22 MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;10,07
001.12.643;93077;;COTOVELO EM BRONZE/LATÃO, 90 GRAUS, SEM ANEL DE SOLDA, BOLSA X ROSCA F, DN 22 MM X 1/2”, INSTALADO EM RAMAL DE DISTRIBUIÇÃO   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;14,04
001.12.644;93078;;COTOVELO EM BRONZE/LATÃO, 90 GRAUS, SEM ANEL DE SOLDA, BOLSA X ROSCA F, DN 22 MM X 3/4”, INSTALADO EM RAMAL DE DISTRIBUIÇÃO   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;15,08
001.12.645;93079;;CURVA EM COBRE, 45 GRAUS, SEM ANEL DE SOLDA, BOLSA X BOLSA, DN 28 MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;13,56
001.12.646;93080;;LUVA PASSANTE EM COBRE, SEM ANEL DE SOLDA, DN 15 MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;4,33
001.12.647;93081;;CONECTOR EM BRONZE/LATÃO, SEM ANEL DE SOLDA, BOLSA X ROSCA F, DN 15 MM X 1/2”, INSTALADO EM RAMAL DE DISTRIBUIÇÃO   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;8,81
001.12.648;93082;;CURVA DE TRANSPOSIÇÃO EM BRONZE/LATÃO, SEM ANEL DE SOLDA, DN 15 MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;10,6
001.12.649;93083;;JUNTA DE EXPANSÃO EM COBRE, PONTA X PONTA, DN 15 MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;184,9
001.12.650;93084;;LUVA PASSANTE EM COBRE, SEM ANEL DE SOLDA, DN 22 MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;6,55
001.12.651;93085;;BUCHA DE REDUÇÃO EM COBRE, SEM ANEL DE SOLDA, PONTA X BOLSA, 22 X 15 MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;6,18
001.12.652;93086;;JUNTA DE EXPANSÃO EM COBRE, PONTA X PONTA, DN 22 MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;214,59
001.12.653;93087;;CONECTOR EM BRONZE/LATÃO, SEM ANEL DE SOLDA, BOLSA X ROSCA F, DN 22 MM X 1/2”, INSTALADO EM RAMAL DE DISTRIBUIÇÃO   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;9,51
001.12.654;93088;;CONECTOR EM BRONZE/LATÃO, SEM ANEL DE SOLDA, BOLSA X ROSCA F, DN 22 MM X 3/4”, INSTALADO EM RAMAL DE DISTRIBUIÇÃO   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;10,89
001.12.655;93089;;CURVA DE TRANSPOSIÇÃO EM BRONZE/LATÃO, SEM ANEL DE SOLDA, BOLSA X BOLSA, DN 22 MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;20,33
001.12.656;93090;;LUVA PASSANTE EM COBRE, SEM ANEL DE SOLDA, DN 28 MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;8,77
001.12.657;93091;;BUCHA DE REDUÇÃO EM COBRE, SEM ANEL DE SOLDA, PONTA X BOLSA, 28 X 22 MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;7,89
001.12.658;93092;;JUNTA DE EXPANSÃO EM COBRE, PONTA X PONTA, DN 28 MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;235,82
001.12.659;93093;;CONECTOR EM BRONZE/LATÃO, SEM ANEL DE SOLDA, BOLSA X ROSCA F, DN 28 MM X 1/2”, INSTALADO EM RAMAL DE DISTRIBUIÇÃO   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;14,3
001.12.660;93094;;CURVA DE TRANSPOSIÇÃO EM BRONZE/LATÃO, SEM ANEL DE SOLDA, BOLSA X BOLSA, DN 28 MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;34,11
001.12.661;93095;;TE DUPLA CURVA EM BRONZE/LATÃO, SEM ANEL DE SOLDA, ROSCA F X BOLSA X ROSCA F, 1/2” X 15 X 1/2”, INSTALADO EM RAMAL DE DISTRIBUIÇÃO   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;26,9
001.12.662;93096;;TE DUPLA CURVA EM BRONZE/LATÃO, SEM ANEL DE SOLDA, ROSCA F  X BOLSA X ROSCA F, 3/4” X 22 X 3/4”, INSTALADO EM RAMAL DE DISTRIBUIÇÃO   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;37,64
001.12.663;93097;;CURVA EM COBRE, 45 GRAUS, SEM ANEL DE SOLDA, BOLSA X BOLSA, DN 15 MM, INSTALADO EM RAMAL E SUB-RAMAL   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;6,87
001.12.664;93098;;COTOVELO EM BRONZE/LATÃO, 90 GRAUS, SEM ANEL DE SOLDA, BOLSA X ROSCA F, DN 15 MM X 1/2”, INSTALADO EM RAMAL E SUB-RAMAL   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;10,4
001.12.665;93099;;CURVA EM COBRE, 45 GRAUS, SEM ANEL DE SOLDA, BOLSA X BOLSA, DN 22 MM, INSTALADO EM RAMAL E SUB-RAMAL   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;11,91
001.12.666;93100;;COTOVELO EM BRONZE/LATÃO, 90 GRAUS, SEM ANEL DE SOLDA, BOLSA X ROSCA F, DN 22 MM X 1/2”, INSTALADO EM RAMAL E SUB-RAMAL   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;15,88
001.12.667;93101;;COTOVELO EM BRONZE/LATÃO, 90 GRAUS, SEM ANEL DE SOLDA, BOLSA X ROSCA F, DN 22 MM X 3/4”, INSTALADO EM RAMAL E SUB-RAMAL   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;16,92
001.12.668;93102;;CURVA EM COBRE, 45 GRAUS, SEM ANEL DE SOLDA, BOLSA X BOLSA, DN 28 MM, INSTALADO EM RAMAL E SUB-RAMAL   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;15,43
001.12.669;93103;;LUVA PASSANTE EM COBRE, SEM ANEL DE SOLDA, DN 15 MM, INSTALADO EM RAMAL E SUB-RAMAL   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;4,45
001.12.670;93104;;CONECTOR EM BRONZE/LATÃO, SEM ANEL DE SOLDA, BOLSA X ROSCA F, 15 MM X 1/2”,  INSTALADO EM RAMAL E SUB-RAMAL   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;8,93
001.12.671;93105;;CURVA DE TRANSPOSIÇÃO EM BRONZE/LATÃO, SEM ANEL DE SOLDA, BOLSA X BOLSA, DN 15 MM, INSTALADO EM RAMAL E SUB-RAMAL   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;10,72
001.12.672;93106;;JUNTA DE EXPANSÃO EM COBRE, PONTA X PONTA, DN 15 MM, INSTALADO EM RAMAL E SUB-RAMAL   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;185,03
001.12.673;93107;;LUVA PASSANTE EM COBRE, SEM ANEL DE SOLDA, DN 22 MM, INSTALADO EM RAMAL E SUB-RAMAL   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;7,75
001.12.674;93108;;BUCHA DE REDUÇÃO EM COBRE, SEM ANEL DE SOLDA, PONTA X BOLSA, 22 X 15 MM, INSTALADO EM RAMAL E SUB-RAMAL   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;7,38
001.12.675;93109;;JUNTA DE EXPANSÃO EM COBRE, PONTA X PONTA, 22 MM, INSTALADO EM RAMAL E SUB-RAMAL   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;215,79
001.12.676;93110;;CONECTOR EM BRONZE/LATÃO, SEM ANEL DE SOLDA, BOLSA X ROSCA F, 22 MM X 1/2”, INSTALADO EM RAMAL E SUB-RAMAL   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;10,71
001.12.677;93111;;CONECTOR EM BRONZE/LATÃO, SEM ANEL DE SOLDA, BOLSA X ROSCA F, 22 MM X 3/4”, INSTALADO EM RAMAL E SUB-RAMAL   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;12,09
001.12.678;93112;;CURVA DE TRANSPOSIÇÃO EM BRONZE/LATÃO, SEM ANEL DE SOLDA, BOLSA X BOLSA, 22 MM, INSTALADO EM RAMAL E SUB-RAMAL   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;21,53
001.12.679;93113;;LUVA PASSANTE EM COBRE, SEM ANEL DE SOLDA, DN 28 MM, INSTALADO EM RAMAL E SUB-RAMAL   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;10,94
001.12.680;93114;;CONECTOR EM BRONZE/LATÃO, SEM ANEL DE SOLDA, BOLSA X ROSCA F, 28 MM X 1/2”, INSTALADO EM RAMAL E SUB-RAMAL   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;16,47
001.12.681;93115;;CURVA DE TRANSPOSIÇÃO EM BRONZE/LATÃO, SEM ANEL DE SOLDA, BOLSA X BOLSA, 28 MM, INSTALADO EM RAMAL E SUB-RAMAL   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;36,27
001.12.682;93116;;JUNTA DE EXPANSÃO EM COBRE, PONTA X PONTA, DN 28 MM, INSTALADO EM RAMAL E SUB-RAMAL   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;237,99
001.12.683;93117;;TE DUPLA CURVA EM BRONZE/LATÃO, SEM ANEL DE SOLDA, ROSCA F X BOLSA X ROSCA F, 1/2” X 15 X 1/2”, INSTALADO EM RAMAL E SUB-RAMAL   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;27,1
001.12.684;93118;;TE DUPLA CURVA EM BRONZE/LATÃO, SEM ANEL DE SOLDA, ROSCA F X BOLSA, ROSCA F, 3/4” X 22 X 3/4”, INSTALADO EM RAMAL E SUB-RAMAL   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;40,06
001.12.685;93119;;CURVA EM COBRE, 45 GRAUS, SEM ANEL DE SOLDA, BOLSA X BOLSA, DN 22 MM, INSTALADO EM PRUMADA   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;8,07
001.12.686;93120;;COTOVELO EM BRONZE/LATÃO, 90 GRAUS, SEM ANEL DE SOLDA, BOLSA X ROSCA F, DN 22 MM X 1/2”, INSTALADO EM PRUMADA   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;12,03
001.12.687;93121;;COTOVELO EM BRONZE/LATÃO, 90 GRAUS, SEM ANEL DE SOLDA, BOLSA X ROSCA F, DN 22 MM X 3/4”, INSTALADO EM PRUMADA   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;13,08
001.12.688;93122;;CURVA EM COBRE, 45 GRAUS, SEM ANEL DE SOLDA, BOLSA X BOLSA, DN 28 MM, INSTALADO EM PRUMADA   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;11,57
001.12.689;93123;;CURVA EM COBRE, 45 GRAUS, SEM ANEL DE SOLDA, BOLSA X BOLSA, DN 35 MM, INSTALADO EM PRUMADA   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;24,52
001.12.690;93124;;CURVA EM COBRE, 45 GRAUS, SEM ANEL DE SOLDA, DN 42 MM, INSTALADO EM PRUMADA   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;37,54
001.12.691;93125;;CURVA EM COBRE, 45 GRAUS, SEM ANEL DE SOLDA, BOLSA X BOLSA, DN 54 MM, INSTALADO EM PRUMADA   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;54,31
001.12.692;93126;;CURVA EM COBRE, 90 GRAUS, SEM ANEL DE SOLDA, BOLSA X BOLSA, DN 66 MM, INSTALADO EM PRUMADA   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;119,84
001.12.693;93133;;BUCHA DE REDUÇÃO EM COBRE, SEM ANEL DE SOLDA, PONTA X BOLSA, 28 X 22 MM, INSTALADO EM RAMAL E SUB-RAMAL   FORNECIMENTO E INSTALAÇÃO. AF_01/2016_P;UN;466,66
001.12.694;6171;;TAMPA DE CONCRETO ARMADO 60X60X5CM PARA CAIXA;UN;19,28
001.12.695;72289;;CAIXA DE INSPEÇÃO 80X80X80CM EM ALVENARIA - EXECUÇÃO;UN;312,09
001.12.696;72290;;CAIXA DE INSPEÇÃO 90X90X80CM EM ALVENARIA - EXECUÇÃO;UN;352,97
001.12.697;74051/1;;CAIXA DE GORDURA DUPLA EM CONCRETO PRE-MOLDADO DN 60MM COM TAMPA - FORNECIMENTO E INSTALACAO;UN;141,64
001.12.698;74051/2;;CAIXA DE GORDURA SIMPLES EM CONCRETO PRE-MOLDADO DN 40MM COM TAMPA - FORNECIMENTO E INSTALACAO;UN;95,66
001.12.699;74058/1;;TORNEIRA DE BOIA REAL 1/2” COM BALAO METALICO - FORNECIMENTO E INSTALACAO;UN;46,49
001.12.700;74058/2;;TORNEIRA DE BOIA VAZAO TOTAL 3/4” COM BALAO PLASTICO - FORNECIMENTO E INSTALACAO;UN;63,44
001.12.701;74058/3;;TORNEIRA DE BOIA REAL 1” COM BALAO PLASTICO - FORNECIMENTO E INSTALACAO;UN;65,14
001.12.702;74058/4;;"TORNEIRA DE BÓIA REAL 2"" COM BALAO PLASTICO - FORNECIMENTO E INSTALACAO";UN;137,05
001.12.703;74104/1;;CAIXA DE INSPEÇÃO EM ALVENARIA DE TIJOLO MACIÇO 60X60X60CM, REVESTIDA INTERNAMENTO COM BARRA LISA (CIMENTO E AREIA, TRAÇO 1:4) E=2,0CM, COM TAMPA PRÉ-MOLDADA DE CONCRETO E FUNDO DE CONCRETO 15MPA TIPO C - ESCAVAÇÃO E CONFECÇÃO;UN;121,29
001.12.704;74166/1;;CAIXA DE INSPEÇÃO EM CONCRETO PRÉ-MOLDADO DN 60MM COM TAMPA H= 60CM - FORNECIMENTO E INSTALACAO;UN;145,17
001.12.705;74166/2;;CAIXA DE INSPECAO EM ANEL DE CONCRETO PRE MOLDADO, COM 950MM DE ALTURA TOTAL. ANEIS COM ESP=50MM, DIAM.=600MM. EXCLUSIVE TAMPAO E ESCAVACAO - FORNECIMENTO E INSTALACAO;UN;211,52
001.12.706;83703;;"TORNEIRA BOIA METALICA D=32MM (1 1/4"")";UN;98,46
001.12.707;83704;;"TORNEIRA BOIA METALICA D=40MM (1 1/2"")";UN;115,05
001.12.708;88503;;CAIXA D´ÁGUA EM POLIETILENO, 1000 LITROS, COM ACESSÓRIOS;UN;650,7
001.12.709;88504;;CAIXA D´AGUA EM POLIETILENO, 500 LITROS, COM ACESSÓRIOS;UN;511,07
001.12.710;89482;;CAIXA SIFONADA, PVC, DN 100 X 100 X 50 MM, FORNECIDA E INSTALADA EM RAMAIS DE ENCAMINHAMENTO DE ÁGUA PLUVIAL. AF_12/2014_P;UN;17,1
001.12.711;89491;;CAIXA SIFONADA, PVC, DN 150 X 185 X 75 MM, FORNECIDA E INSTALADA EM RAMAIS DE ENCAMINHAMENTO DE ÁGUA PLUVIAL. AF_12/2014_P;UN;42,78
001.12.712;89495;;RALO SIFONADO, PVC, DN 100 X 40 MM, JUNTA SOLDÁVEL, FORNECIDO E INSTALADO EM RAMAIS DE ENCAMINHAMENTO DE ÁGUA PLUVIAL. AF_12/2014_P;UN;6,93
001.12.713;89707;;CAIXA SIFONADA, PVC, DN 100 X 100 X 50 MM, JUNTA ELÁSTICA, FORNECIDA E INSTALADA EM RAMAL DE DESCARGA OU EM RAMAL DE ESGOTO SANITÁRIO. AF_12/2014_P;UN;20,43
001.12.714;89708;;CAIXA SIFONADA, PVC, DN 150 X 185 X 75 MM, JUNTA ELÁSTICA, FORNECIDA E INSTALADA EM RAMAL DE DESCARGA OU EM RAMAL DE ESGOTO SANITÁRIO. AF_12/2014_P;UN;47,32
001.12.715;89709;;RALO SIFONADO, PVC, DN 100 X 40 MM, JUNTA SOLDÁVEL, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU EM RAMAL DE ESGOTO SANITÁRIO. AF_12/2014_P;UN;7,91
001.12.716;89710;;RALO SECO, PVC, DN 100 X 40 MM, JUNTA SOLDÁVEL, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU EM RAMAL DE ESGOTO SANITÁRIO. AF_12/2014_P;UN;7,74
001.12.717;6021;;VASO SANITARIO SIFONADO LOUÇA BRANCA PADRAO POPULAR, COM CONJUNTO PARA FIXAÇAO PARA VASO SANITÁRIO COM PARAFUSO, ARRUELA E BUCHA - FORNECIMENTO E INSTALACAO;UN;182,85
001.12.718;72739;;VASO SANITARIO INFANTIL SIFONADO, PARA VALVULA DE DESCARGA, EM LOUCA BRANCA, COM ACESSORIOS, INCLUSIVE ASSENTO PLASTICO, BOLSA DE BORRACHA PARA LIGACAO, TUBO PVC LIGACAO - FORNECIMENTO E INSTALACAO;UN;368,4
001.12.719;74234/1;;"MICTORIO SIFONADO DE LOUCA BRANCA COM PERTENCES, COM REGISTRO DE PRESSAO 1/2"" COM CANOPLA CROMADA ACABAMENTO SIMPLES E CONJUNTO PARA FIXACAO  - FORNECIMENTO E INSTALACAO";UN;401,56
001.12.720;86872;;TANQUE DE LOUÇA BRANCA COM COLUNA, 30L OU EQUIVALENTE - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;482,86
001.12.721;86874;;TANQUE DE LOUÇA BRANCA SUSPENSO, 18L OU EQUIVALENTE - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;293,95
001.12.722;86875;;TANQUE DE MÁRMORE SINTÉTICO COM COLUNA, 22L OU EQUIVALENTE – FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;217,59
001.12.723;86876;;TANQUE DE MÁRMORE SINTÉTICO SUSPENSO, 22L OU EQUIVALENTE - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;121,53
001.12.724;86877;;"VÁLVULA EM METAL CROMADO 1.1/2"" X 1.1/2"" PARA TANQUE OU LAVATÓRIO, COM OU SEM LADRÃO - FORNECIMENTO E INSTALAÇÃO. AF_12/2013";UN;20,6
001.12.725;86878;;"VÁLVULA EM METAL CROMADO TIPO AMERICANA 3.1/2"" X 1.1/2"" PARA PIA - FORNECIMENTO E INSTALAÇÃO. AF_12/2013";UN;37,83
001.12.726;86879;;"VÁLVULA EM PLÁSTICO 1"" PARA PIA, TANQUE OU LAVATÓRIO, COM OU SEM LADRÃO - FORNECIMENTO E INSTALAÇÃO. AF_12/2013";UN;4,54
001.12.727;86880;;"VÁLVULA EM PLÁSTICO CROMADO TIPO AMERICANA 3.1/2"" X 1.1/2"" SEM ADAPTADOR PARA PIA - FORNECIMENTO E INSTALAÇÃO. AF_12/2013";UN;12,86
001.12.728;86881;;"SIFÃO DO TIPO GARRAFA EM METAL CROMADO 1 X 1.1/2"" - FORNECIMENTO E INSTALAÇÃO. AF_12/2013";UN;106,44
001.12.729;86882;;"SIFÃO DO TIPO GARRAFA/COPO EM PVC 1.1/4” X 1.1/2"" - FORNECIMENTO E INSTALAÇÃO. AF_12/2013";UN;13,3
001.12.730;86883;;SIFÃO DO TIPO FLEXÍVEL EM PVC 1” X 1.1/2” - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;7,58
001.12.731;86884;;"ENGATE FLEXÍVEL EM PLÁSTICO BRANCO, 1/2"" X 30CM - FORNECIMENTO E INSTALAÇÃO. AF_12/2013";UN;5,6
001.12.732;86885;;"ENGATE FLEXÍVEL EM PLÁSTICO BRANCO, 1/2"" X 40CM - FORNECIMENTO E INSTALAÇÃO. AF_12/2013";UN;7,32
001.12.733;86886;;ENGATE FLEXÍVEL EM INOX, 1/2” X 30CM - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;26,13
001.12.734;86887;;ENGATE FLEXÍVEL EM INOX, 1/2” X 40CM - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;28,32
001.12.735;86888;;VASO SANITÁRIO SIFONADO COM CAIXA ACOPLADA LOUÇA BRANCA - PADRÃO MÉDIO - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;309,11
001.12.736;86889;;BANCADA DE GRANITO CINZA POLIDO PARA PIA DE COZINHA 1,50 X 0,60 M - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;277,94
001.12.737;86893;;BANCADA DE MÁRMORE BRANCO POLIDO PARA PIA DE COZINHA 1,50 X 0,60 M - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;356,95
001.12.738;86894;;BANCADA DE MÁRMORE SINTÉTICO 120 X 60CM, COM CUBA INTEGRADA - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;178,49
001.12.739;86895;;BANCADA DE GRANITO CINZA POLIDO PARA LAVATÓRIO 0,50 X 0,60 M - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;156,21
001.12.740;86899;;BANCADA DE MÁRMORE BRANCO POLIDO PARA LAVATÓRIO 0,50 X 0,60 M - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;185,85
001.12.741;86900;;CUBA DE EMBUTIR DE AÇO INOXIDÁVEL MÉDIA - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;114,72
001.12.742;86901;;CUBA DE EMBUTIR OVAL EM LOUÇA BRANCA, 35 X 50CM OU EQUIVALENTE - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;92,79
001.12.743;86902;;LAVATÓRIO LOUÇA BRANCA COM COLUNA, *44 X 35,5* CM, PADRÃO POPULAR - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;139,19
001.12.744;86903;;LAVATÓRIO LOUÇA BRANCA COM COLUNA, 45 X 55CM OU EQUIVALENTE, PADRÃO MÉDIO - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;195,79
001.12.745;86904;;LAVATÓRIO LOUÇA BRANCA SUSPENSO, 29,5 X 39CM OU EQUIVALENTE, PADRÃO POPULAR - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;79,23
001.12.746;86905;;APARELHO MISTURADOR DE MESA PARA LAVATÓRIO, PADRÃO MÉDIO - FORNECIMENTO E INSTALAÇÃO. AF_12/2013;UN;171,96
